architecture_ids,architecture_names,architecture_types,backend,benchmark_name,completed_at,duration_ms,experiment_group,game,game_parameters,model,outcome_label,prompt_family,prompt_family_id,prompt_version,record_type,run_id,seed,started_at,trial,trial_id,variant_name
"[""hierarchical_f16f16q4"", ""hierarchical_q4q4f16""]","[""Hierarchical Team (Q4->F16->F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,720412754,2026-04-11T01:57:37Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::720412754,discrete_blotto_v1
"[""hierarchical_f16f16q4"", ""hierarchical_q4q4f16""]","[""Hierarchical Team (Q4->F16->F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->F16->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1192924284,2026-04-11T01:57:37Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::1192924284,gravity_grid_standard_v1
"[""parallel_qmix"", ""parallel_f16f16q4""]","[""Parallel Team (Q4+Q8+F16)"", ""Parallel Team (F16+F16+Q4)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3937026399,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::3937026399,discrete_blotto_v1
"[""parallel_qmix"", ""parallel_f16f16q4""]","[""Parallel Team (Q4+Q8+F16)"", ""Parallel Team (F16+F16+Q4)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q8+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1094168576,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::1094168576,gravity_grid_standard_v1
"[""parallel_qmix"", ""parallel_q4q4f16""]","[""Parallel Team (Q4+Q8+F16)"", ""Parallel Team (Q4+Q4+F16)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3876345566,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::3876345566,discrete_blotto_v1
"[""parallel_qmix"", ""parallel_q4q4f16""]","[""Parallel Team (Q4+Q8+F16)"", ""Parallel Team (Q4+Q4+F16)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q4+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1715512383,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::1715512383,gravity_grid_standard_v1
"[""parallel_qmix"", ""hierarchical_qmix""]","[""Parallel Team (Q4+Q8+F16)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3242548041,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::3242548041,discrete_blotto_v1
"[""parallel_qmix"", ""hierarchical_qmix""]","[""Parallel Team (Q4+Q8+F16)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->Q8->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,322138892,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::322138892,gravity_grid_standard_v1
"[""parallel_qmix"", ""hierarchical_f16f16q4""]","[""Parallel Team (Q4+Q8+F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2816206101,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::2816206101,discrete_blotto_v1
"[""parallel_qmix"", ""hierarchical_f16f16q4""]","[""Parallel Team (Q4+Q8+F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->F16->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1874731379,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::1874731379,gravity_grid_standard_v1
"[""parallel_qmix"", ""hierarchical_q4q4f16""]","[""Parallel Team (Q4+Q8+F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1121153588,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::1121153588,discrete_blotto_v1
"[""parallel_qmix"", ""hierarchical_q4q4f16""]","[""Parallel Team (Q4+Q8+F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,1000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->Q4->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,463788778,2026-04-11T01:57:37Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::463788778,gravity_grid_standard_v1
"[""parallel_f16f16q4"", ""parallel_q4q4f16""]","[""Parallel Team (F16+F16+Q4)"", ""Parallel Team (Q4+Q4+F16)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2616440066,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::2616440066,discrete_blotto_v1
"[""parallel_f16f16q4"", ""parallel_q4q4f16""]","[""Parallel Team (F16+F16+Q4)"", ""Parallel Team (Q4+Q4+F16)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (F16+F16+Q4),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,321399451,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::321399451,gravity_grid_standard_v1
"[""parallel_f16f16q4"", ""hierarchical_qmix""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,4263866611,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::4263866611,discrete_blotto_v1
"[""parallel_f16f16q4"", ""hierarchical_qmix""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (F16+F16+Q4),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,936346726,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::936346726,gravity_grid_standard_v1
"[""parallel_f16f16q4"", ""hierarchical_f16f16q4""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3851772736,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::3851772736,discrete_blotto_v1
"[""parallel_f16f16q4"", ""hierarchical_f16f16q4""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (F16+F16+Q4),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2273584879,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::2273584879,gravity_grid_standard_v1
"[""parallel_f16f16q4"", ""hierarchical_q4q4f16""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3691424780,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::3691424780,discrete_blotto_v1
"[""parallel_f16f16q4"", ""hierarchical_q4q4f16""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (F16+F16+Q4),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2482849322,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::2482849322,gravity_grid_standard_v1
"[""parallel_q4q4f16"", ""hierarchical_qmix""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:38Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2396641830,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::2396641830,discrete_blotto_v1
"[""parallel_q4q4f16"", ""hierarchical_qmix""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,1000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q4+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1016578150,2026-04-11T01:57:38Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::1016578150,gravity_grid_standard_v1
"[""parallel_q4q4f16"", ""hierarchical_f16f16q4""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2780159541,2026-04-11T01:57:39Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::2780159541,discrete_blotto_v1
"[""parallel_q4q4f16"", ""hierarchical_f16f16q4""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->F16->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3870324432,2026-04-11T01:57:39Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::3870324432,gravity_grid_standard_v1
"[""parallel_q4q4f16"", ""hierarchical_q4q4f16""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2566103599,2026-04-11T01:57:39Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::2566103599,discrete_blotto_v1
"[""parallel_q4q4f16"", ""hierarchical_q4q4f16""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q4+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1747434687,2026-04-11T01:57:39Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::1747434687,gravity_grid_standard_v1
"[""hierarchical_qmix"", ""hierarchical_f16f16q4""]","[""Hierarchical Team (Q4->Q8->F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3525513050,2026-04-11T01:57:39Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::2::3525513050,discrete_blotto_v1
"[""hierarchical_qmix"", ""hierarchical_f16f16q4""]","[""Hierarchical Team (Q4->Q8->F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:39Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->F16->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3955116234,2026-04-11T01:57:39Z,2,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::2::3955116234,gravity_grid_standard_v1
