scope,run_id,run_label,benchmark_name,model,prompt_family_id,experiment_group,game,variant_name,architecture_id,architecture_name,trial_count,run_count,outcome_score_mean,outcome_score_variance,outcome_score_stddev,outcome_score_observations,invalid_rate_mean,invalid_rate_variance,invalid_rate_stddev,invalid_rate_observations,nash_distance_mean,nash_distance_variance,nash_distance_stddev,nash_distance_observations,oracle_accuracy_mean,oracle_accuracy_variance,oracle_accuracy_stddev,oracle_accuracy_observations,value_gap_mean,value_gap_variance,value_gap_stddev,value_gap_observations,blunder_rate_mean,blunder_rate_variance,blunder_rate_stddev,blunder_rate_observations
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,connect4_oracle_accuracy,connect4,connect4,hierarchical_team,Hierarchical Team,3,1,0.0,0.0,0.0,3,0.0,0.0,0.0,3,,,,0,90.91,0.0,0.0,3,,,,0,0.0,0.0,0.0,3
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,parallel,Parallel Team,9,3,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,20.0,0.0,0.0,9,20010.8,0.0,0.0,9,0.8,0.0,0.0,9
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,connect4_oracle_accuracy,connect4,connect4,parallel_team,Parallel Team,3,1,0.0,0.0,0.0,3,0.0,0.0,0.0,3,,,,0,90.91,0.0,0.0,3,,,,0,0.0,0.0,0.0,3
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,single,Single Agent,9,3,0.0,0.0,0.0,9,0.0,0.0,0.0,9,,,,0,20.0,0.0,0.0,9,20010.8,0.0,0.0,9,0.8,0.0,0.0,9
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,connect4_oracle_accuracy,connect4,connect4,single_agent,Single Agent,3,1,0.0,0.0,0.0,3,0.0,0.0,0.0,3,,,,0,90.91,0.0,0.0,3,,,,0,0.0,0.0,0.0,3
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,hierarchical,Hierarchical Team,18,3,0.5,0.0,0.0,18,0.0,0.0,0.0,18,0.12666666666666668,0.003255555555555556,0.0570574758954123,18,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,internal_ai_tournament,blotto,blotto,hierarchical_team,Hierarchical Team,6,1,0.5,0.0,0.0,6,0.0,0.0,0.0,6,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,parallel,Parallel Team,18,3,0.5,0.0,0.0,18,0.0,0.0,0.0,18,0.125,0.004525,0.06726812023536856,18,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,internal_ai_tournament,blotto,blotto,parallel_team,Parallel Team,6,1,0.5,0.0,0.0,6,0.0,0.0,0.0,6,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,single,Single Agent,18,3,0.5,0.0,0.0,18,0.0,0.0,0.0,18,0.14833333333333334,0.0024138888888888886,0.04913134324327891,18,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,internal_ai_tournament,blotto,blotto,single_agent,Single Agent,6,1,0.5,0.0,0.0,6,0.0,0.0,0.0,6,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_standard_v1,hierarchical,Hierarchical Team,18,3,0.0,0.0,0.0,18,0.0,0.0,0.0,18,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,internal_ai_tournament,connect4,connect4,hierarchical_team,Hierarchical Team,6,1,0.0,0.0,0.0,6,0.0,0.0,0.0,6,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_standard_v1,parallel,Parallel Team,18,3,0.5,0.25,0.5,18,0.0,0.0,0.0,18,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,internal_ai_tournament,connect4,connect4,parallel_team,Parallel Team,6,1,0.5,0.25,0.5,6,0.0,0.0,0.0,6,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_standard_v1,single,Single Agent,18,3,1.0,0.0,0.0,18,0.0,0.0,0.0,18,,,,0,,,,0,,,,0,,,,0
experiment,,baseline_architecture_benchmark,multi_agent_llm_game_benchmark_mock,mock-deterministic,,internal_ai_tournament,connect4,connect4,single_agent,Single Agent,6,1,1.0,0.0,0.0,6,0.0,0.0,0.0,6,,,,0,,,,0,,,,0,,,,0
experiment,,blotto_section6_smoke,blotto_section6_smoke,mock-deterministic,,blotto_vs_bots,blotto,discrete_blotto_v1,hierarchical,Hierarchical Team,4,1,0.25,0.1875,0.4330127018922193,4,0.0,0.0,0.0,4,0.24,0.0014499999999999995,0.038078865529319536,4,,,,0,,,,0,,,,0
experiment,,blotto_section6_smoke,blotto_section6_smoke,mock-deterministic,,blotto_vs_bots,blotto,discrete_blotto_v1,parallel,Parallel Team,4,1,0.25,0.1875,0.4330127018922193,4,0.0,0.0,0.0,4,0.1525,0.0037687500000000004,0.06139014578904338,4,,,,0,,,,0,,,,0
experiment,,blotto_section6_smoke,blotto_section6_smoke,mock-deterministic,,blotto_vs_bots,blotto,discrete_blotto_v1,single,Single Agent,4,1,0.25,0.1875,0.4330127018922193,4,0.0,0.0,0.0,4,0.1425,0.004368749999999999,0.06609652033201142,4,,,,0,,,,0,,,,0
experiment,,connect4_section7_smoke,connect4_section7_smoke,mock-deterministic,,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,hierarchical,Hierarchical Team,2,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,20.0,0.0,0.0,2,20010.8,0.0,0.0,2,0.8,0.0,0.0,2
experiment,,connect4_section7_smoke,connect4_section7_smoke,mock-deterministic,,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,parallel,Parallel Team,2,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,20.0,0.0,0.0,2,20010.8,0.0,0.0,2,0.8,0.0,0.0,2
experiment,,connect4_section7_smoke,connect4_section7_smoke,mock-deterministic,,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,single,Single Agent,2,2,0.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,20.0,0.0,0.0,2,20010.8,0.0,0.0,2,0.8,0.0,0.0,2
experiment,,difficulty_blotto_harder,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_harder_v1,hierarchical,Hierarchical Team,40,1,0.4,0.1775,0.4213074886588179,40,0.0,0.0,0.0,40,0.16233333333333333,0.0041856666666666665,0.06469672840775387,40,,,,0,,,,0,,,,0
experiment,,difficulty_blotto_harder,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_harder_v1,parallel,Parallel Team,40,1,0.325,0.156875,0.39607448794387146,40,0.0,0.0,0.0,40,0.1605,0.0031230833333333336,0.05588455362023869,40,,,,0,,,,0,,,,0
experiment,,difficulty_blotto_harder,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_harder_v1,single,Single Agent,40,1,0.45,0.185,0.4301162633521313,40,0.0,0.0,0.0,40,0.149,0.003447888888888889,0.058718726901124896,40,,,,0,,,,0,,,,0
experiment,,difficulty_blotto_harder,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_harder_v1,hierarchical,Hierarchical Team,20,1,0.5,0.0,0.0,20,0.0,0.0,0.0,20,0.16733333333333333,0.003577333333333334,0.059810812846285026,20,,,,0,,,,0,,,,0
experiment,,difficulty_blotto_harder,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_harder_v1,parallel,Parallel Team,20,1,0.5,0.0,0.0,20,0.0,0.0,0.0,20,0.15533333333333332,0.0026271111111111113,0.0512553520240678,20,,,,0,,,,0,,,,0
experiment,,difficulty_blotto_harder,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_harder_v1,single,Single Agent,20,1,0.5,0.0,0.0,20,0.0,0.0,0.0,20,0.18466666666666667,0.0015071111111111114,0.038821528964108454,20,,,,0,,,,0,,,,0
experiment,,difficulty_connect4_wide,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_wide_v1,hierarchical,Hierarchical Team,10,1,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,20.0,0.0,0.0,10,20004.0,0.0,0.0,10,0.8,0.0,0.0,10
experiment,,difficulty_connect4_wide,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_wide_v1,parallel,Parallel Team,10,1,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,20.0,0.0,0.0,10,20004.0,0.0,0.0,10,0.8,0.0,0.0,10
experiment,,difficulty_connect4_wide,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_wide_v1,single,Single Agent,10,1,0.0,0.0,0.0,10,0.0,0.0,0.0,10,,,,0,20.0,0.0,0.0,10,20004.0,0.0,0.0,10,0.8,0.0,0.0,10
experiment,,difficulty_connect4_wide,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_wide_v1,hierarchical,Hierarchical Team,20,1,0.0,0.0,0.0,20,0.0,0.0,0.0,20,,,,0,,,,0,,,,0,,,,0
experiment,,difficulty_connect4_wide,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_wide_v1,parallel,Parallel Team,20,1,0.5,0.25,0.5,20,0.0,0.0,0.0,20,,,,0,,,,0,,,,0,,,,0
experiment,,difficulty_connect4_wide,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_wide_v1,single,Single Agent,20,1,1.0,0.0,0.0,20,0.0,0.0,0.0,20,,,,0,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_v1,hierarchical,Hierarchical Team,120,3,0.35,0.2275,0.47696960070847283,120,0.0,0.0,0.0,120,0.15625,0.0054984375,0.07415144974981945,120,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_v1,parallel,Parallel Team,120,3,0.525,0.249375,0.4993746088859545,120,0.0,0.0,0.0,120,0.15575,0.0041794375,0.06464856920303805,120,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_v1,single,Single Agent,120,3,0.3,0.1975,0.44440972086577946,120,0.0,0.0,0.0,120,0.13925,0.0044769375,0.06690992078907283,120,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,hierarchical,Hierarchical Team,30,3,0.0,0.0,0.0,30,0.0,0.0,0.0,30,,,,0,20.0,0.0,0.0,30,20010.8,0.0,0.0,30,0.8,0.0,0.0,30
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,parallel,Parallel Team,30,3,0.0,0.0,0.0,30,0.0,0.0,0.0,30,,,,0,20.0,0.0,0.0,30,20010.8,0.0,0.0,30,0.8,0.0,0.0,30
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,single,Single Agent,30,3,0.0,0.0,0.0,30,0.0,0.0,0.0,30,,,,0,20.0,0.0,0.0,30,20010.8,0.0,0.0,30,0.8,0.0,0.0,30
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,hierarchical,Hierarchical Team,60,3,0.5,0.0,0.0,60,0.0,0.0,0.0,60,0.1295,0.00296475,0.05444951790420187,60,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,parallel,Parallel Team,60,3,0.5,0.0,0.0,60,0.0,0.0,0.0,60,0.128,0.003506,0.05921148537234985,60,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,single,Single Agent,60,3,0.5,0.0,0.0,60,0.0,0.0,0.0,60,0.14150000000000001,0.00142275,0.037719358425084594,60,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_standard_v1,hierarchical,Hierarchical Team,60,3,0.0,0.0,0.0,60,0.0,0.0,0.0,60,,,,0,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_standard_v1,parallel,Parallel Team,60,3,0.5,0.25,0.5,60,0.0,0.0,0.0,60,,,,0,,,,0,,,,0,,,,0
experiment,,final_architecture_comparison,multi_agent_llm_game_benchmark_mock,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,gravity_grid_standard_v1,single,Single Agent,60,3,1.0,0.0,0.0,60,0.0,0.0,0.0,60,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,blotto_vs_bots,blotto,blotto,hierarchical,Hierarchical Team,2,1,0.75,0.0625,0.25,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,blotto_vs_bots,blotto,blotto,parallel,Parallel Team,2,1,0.25,0.0625,0.25,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,blotto_vs_bots,blotto,blotto,single,Single Agent,2,1,0.75,0.0625,0.25,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,connect4_oracle_accuracy,connect4,connect4,hierarchical,Hierarchical Team,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,90.91,0.0,0.0,1,,,,0,0.0,0.0,0.0,1
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,connect4_oracle_accuracy,connect4,connect4,parallel,Parallel Team,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,90.91,0.0,0.0,1,,,,0,0.0,0.0,0.0,1
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,connect4_oracle_accuracy,connect4,connect4,single,Single Agent,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,90.91,0.0,0.0,1,,,,0,0.0,0.0,0.0,1
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,internal_ai_tournament,blotto,blotto,hierarchical,Hierarchical Team,2,1,0.5,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,internal_ai_tournament,blotto,blotto,parallel,Parallel Team,2,1,0.5,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,internal_ai_tournament,blotto,blotto,single,Single Agent,2,1,0.5,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,internal_ai_tournament,connect4,connect4,hierarchical_team,Hierarchical Team,2,1,0.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,internal_ai_tournament,connect4,connect4,parallel_team,Parallel Team,2,1,0.5,0.25,0.5,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,gameenv_smoke,gameenv_smoke,mock-deterministic,,internal_ai_tournament,connect4,connect4,single_agent,Single Agent,2,1,1.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_v1,hierarchical,Hierarchical Team,4,1,0.25,0.1875,0.4330127018922193,4,0.0,0.0,0.0,4,0.24,0.0014499999999999995,0.038078865529319536,4,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_v1,parallel,Parallel Team,4,1,0.25,0.1875,0.4330127018922193,4,0.0,0.0,0.0,4,0.1525,0.0037687500000000004,0.06139014578904338,4,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,blotto_vs_bots,blotto,discrete_blotto_v1,single,Single Agent,4,1,0.25,0.1875,0.4330127018922193,4,0.0,0.0,0.0,4,0.1425,0.004368749999999999,0.06609652033201142,4,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,hierarchical,Hierarchical Team,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,20.0,0.0,0.0,1,20010.8,0.0,0.0,1,0.8,0.0,0.0,1
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,parallel,Parallel Team,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,20.0,0.0,0.0,1,20010.8,0.0,0.0,1,0.8,0.0,0.0,1
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,connect4_oracle_accuracy,connect4,gravity_grid_standard_v1,single,Single Agent,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,,,,0,20.0,0.0,0.0,1,20010.8,0.0,0.0,1,0.8,0.0,0.0,1
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,hierarchical,Hierarchical Team,2,1,0.5,0.0,0.0,2,0.0,0.0,0.0,2,0.09,0.0036,0.06,2,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,parallel,Parallel Team,2,1,0.5,0.0,0.0,2,0.0,0.0,0.0,2,0.125,0.009025,0.095,2,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,blotto,discrete_blotto_v1,single,Single Agent,2,1,0.5,0.0,0.0,2,0.0,0.0,0.0,2,0.185,0.0012250000000000002,0.035,2,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,connect4,hierarchical,Hierarchical Team,2,1,0.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
experiment,,metrics_section9_smoke,metrics_section9_smoke,mock-deterministic,structured_reasoning_v1,internal_ai_tournament,connect4,connect4,parallel,Parallel Team,2,1,0.5,0.25,0.5,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0,,,,0
