architecture_ids,architecture_names,architecture_types,backend,benchmark_name,completed_at,duration_ms,experiment_group,game,game_parameters,model,outcome_label,prompt_family,prompt_family_id,prompt_version,record_type,run_id,seed,started_at,trial,trial_id,variant_name
"[""parallel_llh"", ""hierarchical_hhl""]","[""Parallel Team (Low+Low+High)"", ""Hierarchical Team (Low->High->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:41:32Z,25000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,717912077,2026-04-11T02:41:07Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::1::717912077,discrete_blotto_v1
"[""parallel_llh"", ""hierarchical_hhl""]","[""Parallel Team (Low+Low+High)"", ""Hierarchical Team (Low->High->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:45:00Z,208000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2796493769,2026-04-11T02:41:32Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::1::2796493769,gravity_grid_standard_v1
"[""parallel_llh"", ""hierarchical_llh""]","[""Parallel Team (Low+Low+High)"", ""Hierarchical Team (Low->Low->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:45:38Z,38000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,3910261546,2026-04-11T02:45:00Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::1::3910261546,discrete_blotto_v1
"[""parallel_llh"", ""hierarchical_llh""]","[""Parallel Team (Low+Low+High)"", ""Hierarchical Team (Low->Low->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:48:37Z,179000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Low+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2943387734,2026-04-11T02:45:38Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::1::2943387734,gravity_grid_standard_v1
"[""hierarchical_lmh"", ""hierarchical_hhl""]","[""Hierarchical Team (Low->Med->High)"", ""Hierarchical Team (Low->High->High)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:49:13Z,36000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->Med->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,4178112355,2026-04-11T02:48:37Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::1::4178112355,discrete_blotto_v1
"[""hierarchical_lmh"", ""hierarchical_hhl""]","[""Hierarchical Team (Low->Med->High)"", ""Hierarchical Team (Low->High->High)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:52:51Z,218000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1176731186,2026-04-11T02:49:13Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::1::1176731186,gravity_grid_standard_v1
"[""hierarchical_lmh"", ""hierarchical_llh""]","[""Hierarchical Team (Low->Med->High)"", ""Hierarchical Team (Low->Low->High)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:53:26Z,35000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->Med->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1639453359,2026-04-11T02:52:51Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::1::1639453359,discrete_blotto_v1
"[""hierarchical_lmh"", ""hierarchical_llh""]","[""Hierarchical Team (Low->Med->High)"", ""Hierarchical Team (Low->Low->High)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:55:14Z,108000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->Med->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,3558893447,2026-04-11T02:53:26Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::1::3558893447,gravity_grid_standard_v1
"[""hierarchical_hhl"", ""hierarchical_llh""]","[""Hierarchical Team (Low->High->High)"", ""Hierarchical Team (Low->Low->High)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:55:37Z,23000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2944381074,2026-04-11T02:55:14Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::1::2944381074,discrete_blotto_v1
"[""hierarchical_hhl"", ""hierarchical_llh""]","[""Hierarchical Team (Low->High->High)"", ""Hierarchical Team (Low->Low->High)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T02:59:35Z,238000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,546017063,2026-04-11T02:55:37Z,1,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::1::546017063,gravity_grid_standard_v1
"[""parallel_lmh"", ""parallel_hhl""]","[""Parallel Team (Low+Med+High)"", ""Parallel Team (High+High+Low)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:00:12Z,37000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Med+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1273842625,2026-04-11T02:59:35Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::1273842625,discrete_blotto_v1
"[""parallel_lmh"", ""parallel_hhl""]","[""Parallel Team (Low+Med+High)"", ""Parallel Team (High+High+Low)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:01:50Z,98000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Parallel Team (High+High+Low),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1335963121,2026-04-11T03:00:12Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::1335963121,gravity_grid_standard_v1
"[""parallel_lmh"", ""parallel_llh""]","[""Parallel Team (Low+Med+High)"", ""Parallel Team (Low+Low+High)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:02:16Z,26000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Low+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1448205470,2026-04-11T03:01:50Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::1448205470,discrete_blotto_v1
"[""parallel_lmh"", ""parallel_llh""]","[""Parallel Team (Low+Med+High)"", ""Parallel Team (Low+Low+High)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:06:37Z,261000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Low+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1092300096,2026-04-11T03:02:16Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::1092300096,gravity_grid_standard_v1
"[""parallel_lmh"", ""hierarchical_lmh""]","[""Parallel Team (Low+Med+High)"", ""Hierarchical Team (Low->Med->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:07:15Z,38000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Med+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1117615422,2026-04-11T03:06:37Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::1117615422,discrete_blotto_v1
"[""parallel_lmh"", ""hierarchical_lmh""]","[""Parallel Team (Low+Med+High)"", ""Hierarchical Team (Low->Med->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:11:46Z,271000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Med+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2907468873,2026-04-11T03:07:15Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::2907468873,gravity_grid_standard_v1
"[""parallel_lmh"", ""hierarchical_hhl""]","[""Parallel Team (Low+Med+High)"", ""Hierarchical Team (Low->High->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:12:20Z,34000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1392161424,2026-04-11T03:11:46Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::1392161424,discrete_blotto_v1
"[""parallel_lmh"", ""hierarchical_hhl""]","[""Parallel Team (Low+Med+High)"", ""Hierarchical Team (Low->High->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:14:44Z,144000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2981942648,2026-04-11T03:12:20Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::2981942648,gravity_grid_standard_v1
"[""parallel_lmh"", ""hierarchical_llh""]","[""Parallel Team (Low+Med+High)"", ""Hierarchical Team (Low->Low->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:15:19Z,35000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Med+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,3421854583,2026-04-11T03:14:44Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::3421854583,discrete_blotto_v1
"[""parallel_lmh"", ""hierarchical_llh""]","[""Parallel Team (Low+Med+High)"", ""Hierarchical Team (Low->Low->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:18:35Z,196000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->Low->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1721876146,2026-04-11T03:15:19Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::1721876146,gravity_grid_standard_v1
"[""parallel_hhl"", ""parallel_llh""]","[""Parallel Team (High+High+Low)"", ""Parallel Team (Low+Low+High)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:18:56Z,21000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,3087464215,2026-04-11T03:18:35Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::3087464215,discrete_blotto_v1
"[""parallel_hhl"", ""parallel_llh""]","[""Parallel Team (High+High+Low)"", ""Parallel Team (Low+Low+High)""]","[""parallel"", ""parallel""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:20:13Z,77000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Low+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2610197543,2026-04-11T03:18:56Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::2610197543,gravity_grid_standard_v1
"[""parallel_hhl"", ""hierarchical_lmh""]","[""Parallel Team (High+High+Low)"", ""Hierarchical Team (Low->Med->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:20:41Z,28000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->Med->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,3597686533,2026-04-11T03:20:13Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::3597686533,discrete_blotto_v1
"[""parallel_hhl"", ""hierarchical_lmh""]","[""Parallel Team (High+High+Low)"", ""Hierarchical Team (Low->Med->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:25:35Z,294000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->Med->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2399757899,2026-04-11T03:20:41Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::2399757899,gravity_grid_standard_v1
"[""parallel_hhl"", ""hierarchical_hhl""]","[""Parallel Team (High+High+Low)"", ""Hierarchical Team (Low->High->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:26:05Z,30000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1506719511,2026-04-11T03:25:35Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::1506719511,discrete_blotto_v1
"[""parallel_hhl"", ""hierarchical_hhl""]","[""Parallel Team (High+High+Low)"", ""Hierarchical Team (Low->High->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:28:58Z,173000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Hierarchical Team (Low->High->High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,4170457947,2026-04-11T03:26:05Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::4170457947,gravity_grid_standard_v1
"[""parallel_hhl"", ""hierarchical_llh""]","[""Parallel Team (High+High+Low)"", ""Hierarchical Team (Low->Low->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:29:18Z,20000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Parallel Team (High+High+Low),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,1002355375,2026-04-11T03:28:58Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::1002355375,discrete_blotto_v1
"[""parallel_hhl"", ""hierarchical_llh""]","[""Parallel Team (High+High+Low)"", ""Hierarchical Team (Low->Low->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:30:32Z,74000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_param_count_subset,Parallel Team (High+High+Low),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2515819163,2026-04-11T03:29:18Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::connect4::2::2515819163,gravity_grid_standard_v1
"[""parallel_llh"", ""hierarchical_lmh""]","[""Parallel Team (Low+Low+High)"", ""Hierarchical Team (Low->Med->High)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_model_scale_subset,2026-04-11T03:31:17Z,45000,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_param_count_subset,Parallel Team (Low+Low+High),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215833_032b2a0_dirty,2068927235,2026-04-11T03:30:32Z,2,run_20260410_215833_032b2a0_dirty::internal_ai_tournament::blotto::2::2068927235,discrete_blotto_v1
